product_id,name,description,category,price,in_stock
prod_082,Adidas Running Shoes Black,A high-quality green running shoes by Adidas. Perfect for everyday use.,Running Shoes,244.4,True
prod_083,Generic Skateboard Green,A high-quality white skateboard by Generic. Perfect for everyday use.,Skateboard,334.37,False
prod_084,CamelBak Water Bottle Green,A high-quality space gray water bottle by CamelBak. Perfect for everyday use.,Water Bottle,257.42,False
prod_085,Generic Water Bottle Red,A high-quality black water bottle by Generic. Perfect for everyday use.,Water Bottle,295.17,True
prod_086,Bose Headphones Black,A high-quality black headphones by Bose. Perfect for everyday use.,Headphones,764.54,True
prod_087,Audio-Technica Headphones Blue,A high-quality black headphones by Audio-Technica. Perfect for everyday use.,Headphones,626.14,True
prod_088,New Balance Running Shoes Red,A high-quality blue running shoes by New Balance. Perfect for everyday use.,Running Shoes,115.98,False
prod_089,Apple Laptop Blue,A high-quality green laptop by Apple. Perfect for everyday use.,Laptop,552.23,True
prod_090,Uniqlo T-Shirt Silver,A high-quality black t-shirt by Uniqlo. Perfect for everyday use.,T-Shirt,230.16,False
prod_091,Generic Skateboard White,A high-quality blue skateboard by Generic. Perfect for everyday use.,Skateboard,311.36,False
prod_092,Nike Running Shoes Blue,A high-quality blue running shoes by Nike. Perfect for everyday use.,Running Shoes,455.75,False
prod_093,Uniqlo T-Shirt Green,A high-quality green t-shirt by Uniqlo. Perfect for everyday use.,T-Shirt,454.92,True
prod_094,Levi's T-Shirt Red,A high-quality black t-shirt by Levi's. Perfect for everyday use.,T-Shirt,35.94,True
prod_095,Starbucks Coffee Mug Silver,A high-quality blue coffee mug by Starbucks. Perfect for everyday use.,Coffee Mug,628.83,True
prod_096,Sony Headphones Green,A high-quality silver headphones by Sony. Perfect for everyday use.,Headphones,986.24,False
prod_097,Fossil Watch White,A high-quality green watch by Fossil. Perfect for everyday use.,Watch,322.09,True
prod_098,Dell Laptop Red,A high-quality space gray laptop by Dell. Perfect for everyday use.,Laptop,350.49,False
prod_099,Generic Skateboard Red,A high-quality blue skateboard by Generic. Perfect for everyday use.,Skateboard,273.0,True
prod_100,Xiaomi Smartphone White,A high-quality space gray smartphone by Xiaomi. Perfect for everyday use.,Smartphone,139.47,True
