product_id,name,description,category,price,in_stock
prod_060,Audio-Technica Headphones Red,A high-quality red headphones by Audio-Technica. Perfect for everyday use.,Headphones,576.69,True
prod_061,Adidas T-Shirt Silver,A high-quality white t-shirt by Adidas. Perfect for everyday use.,T-Shirt,973.33,True
prod_062,CamelBak Water Bottle Space Gray,A high-quality red water bottle by CamelBak. Perfect for everyday use.,Water Bottle,765.63,True
prod_063,Nike Running Shoes Silver,A high-quality white running shoes by Nike. Perfect for everyday use.,Running Shoes,838.64,False
prod_064,Sennheiser Headphones Blue,A high-quality black headphones by Sennheiser. Perfect for everyday use.,Headphones,779.77,False
prod_065,Adidas T-Shirt Blue,A high-quality green t-shirt by Adidas. Perfect for everyday use.,T-Shirt,548.33,False
prod_066,Adidas T-Shirt Red,A high-quality white t-shirt by Adidas. Perfect for everyday use.,T-Shirt,364.99,False
prod_067,CamelBak Water Bottle Silver,A high-quality green water bottle by CamelBak. Perfect for everyday use.,Water Bottle,725.19,False
prod_068,CamelBak Water Bottle Black,A high-quality black water bottle by CamelBak. Perfect for everyday use.,Water Bottle,375.47,True
prod_069,Generic Coffee Mug Space Gray,A high-quality silver coffee mug by Generic. Perfect for everyday use.,Coffee Mug,307.17,True
prod_070,Generic Skateboard Black,A high-quality blue skateboard by Generic. Perfect for everyday use.,Skateboard,271.97,True
prod_071,Bose Headphones Red,A high-quality green headphones by Bose. Perfect for everyday use.,Headphones,119.38,False
prod_072,Santa Cruz Skateboard Space Gray,A high-quality silver skateboard by Santa Cruz. Perfect for everyday use.,Skateboard,993.85,False
prod_073,Xiaomi Smartphone Red,A high-quality blue smartphone by Xiaomi. Perfect for everyday use.,Smartphone,494.67,False
prod_074,Generic Coffee Mug Silver,A high-quality blue coffee mug by Generic. Perfect for everyday use.,Coffee Mug,546.31,False
prod_075,Uniqlo T-Shirt Space Gray,A high-quality white t-shirt by Uniqlo. Perfect for everyday use.,T-Shirt,280.12,True
prod_076,New Balance Running Shoes Space Gray,A high-quality silver running shoes by New Balance. Perfect for everyday use.,Running Shoes,197.91,True
prod_077,New Balance Running Shoes Black,A high-quality blue running shoes by New Balance. Perfect for everyday use.,Running Shoes,995.93,False
prod_078,Audio-Technica Headphones White,A high-quality space gray headphones by Audio-Technica. Perfect for everyday use.,Headphones,876.53,True
prod_079,Levi's T-Shirt Black,A high-quality space gray t-shirt by Levi's. Perfect for everyday use.,T-Shirt,631.04,True
prod_080,Sony Headphones Space Gray,A high-quality silver headphones by Sony. Perfect for everyday use.,Headphones,265.31,False
prod_081,Nalgene Water Bottle Black,A high-quality silver water bottle by Nalgene. Perfect for everyday use.,Water Bottle,407.13,True
prod_082,Starbucks Coffee Mug Black,A high-quality white coffee mug by Starbucks. Perfect for everyday use.,Coffee Mug,95.99,False
prod_083,Google Smartphone Silver,A high-quality green smartphone by Google. Perfect for everyday use.,Smartphone,346.15,False
prod_084,HarperCollins Book Blue,A high-quality black book by HarperCollins. Perfect for everyday use.,Book,94.69,False
prod_085,Apple Laptop Black,A high-quality space gray laptop by Apple. Perfect for everyday use.,Laptop,957.48,True
prod_086,Sony Headphones Silver,A high-quality blue headphones by Sony. Perfect for everyday use.,Headphones,176.48,False
prod_087,Fossil Watch White,A high-quality white watch by Fossil. Perfect for everyday use.,Watch,598.59,False
prod_088,Adidas Running Shoes Space Gray,A high-quality silver running shoes by Adidas. Perfect for everyday use.,Running Shoes,25.15,False
prod_089,Uniqlo T-Shirt Black,A high-quality space gray t-shirt by Uniqlo. Perfect for everyday use.,T-Shirt,593.59,False
prod_090,Asics Running Shoes Space Gray,A high-quality black running shoes by Asics. Perfect for everyday use.,Running Shoes,305.39,False
prod_091,Asics Running Shoes Space Gray,A high-quality green running shoes by Asics. Perfect for everyday use.,Running Shoes,524.9,False
prod_092,Nike T-Shirt Green,A high-quality white t-shirt by Nike. Perfect for everyday use.,T-Shirt,862.29,True
prod_093,Lenovo Laptop Black,A high-quality green laptop by Lenovo. Perfect for everyday use.,Laptop,863.42,True
prod_094,Bose Headphones Red,A high-quality black headphones by Bose. Perfect for everyday use.,Headphones,860.14,False
prod_095,HarperCollins Book Silver,A high-quality red book by HarperCollins. Perfect for everyday use.,Book,898.51,True
prod_096,HarperCollins Book Silver,A high-quality red book by HarperCollins. Perfect for everyday use.,Book,296.65,True
prod_097,Random House Book Blue,A high-quality silver book by Random House. Perfect for everyday use.,Book,53.85,False
prod_098,Plan B Skateboard Green,A high-quality black skateboard by Plan B. Perfect for everyday use.,Skateboard,675.78,True
prod_099,Contigo Coffee Mug Red,A high-quality space gray coffee mug by Contigo. Perfect for everyday use.,Coffee Mug,357.39,False
prod_100,Starbucks Coffee Mug Black,A high-quality white coffee mug by Starbucks. Perfect for everyday use.,Coffee Mug,251.1,True
